PSD @ YYE. Simulation done on 2023- 5- 2   17h57
   52.898418811623266       -308.34225470509256     
  -13.063284173112216       -249.05092551441550     
  -106.25559790976988       -127.79132027492334     
  -27.165733162264360        24.779621364330168     
   251.73478424256047       -81.596380361155568     
   240.07261217646985        29.256460235462768     
   291.42757681748617       -53.907054498628568     
   235.14742396811874       -25.054472196112215     
   335.11139375864173       -41.649776309605066     
   322.64919575635037       -26.932219065454998     
   299.15158734749724       -23.928076354808617     
   265.55233909328871       0.97169325244008675     
   329.59097431630028        23.203664976060843     
   325.80058468526136        8.8529866297203732     
   314.85977512019610        8.4033516003281896     
   296.92472000836875        17.901902506051890     
   336.75314718958646        25.632466900286982     
   341.41169706544201        16.913290724683037     
   345.87649106446736        12.580375027825546     
   347.19902784544422        10.282942313263078     
   347.44978382908573        10.209789368976299     
   347.44299328954725        10.206674070229417     
   347.44574947824657        10.195206463820659     
 #           24
   0.0000000000000000        0.0000000000000000     
   262.06973331231399       -121.04870183089930     
   332.78377345509460       -220.75953087595838     
   265.10752224485725       -226.45639410279938     
   224.65103164375009       -273.72630035037992     
   232.74372303007922       -253.30927974944623     
   191.94529337731493       -253.07024674704823     
   168.33657154448878       -226.41164257162967     
   136.32424811175306       -279.81532771936946     
   109.24652011967981       -294.29736190214578     
   69.065669865687198       -318.51777353140903     
   41.460542221302617       -382.41316686890013     
   22.603995193208071       -449.50875250967283     
  -22.626448258115303       -443.21481848239495     
   5.4490511594538695       -484.84763379661302     
  -35.751775424334170       -478.50094912884879     
  -41.138972023692162       -460.84167588565458     
  -65.643621118129374       -465.17554145444143     
  -64.851784100862901       -449.24552645760201     
  -60.405660146510471       -480.81366099037467     
  -59.768061231178514       -480.34349481537913     
  -60.442213721685363       -480.75102728635983     
  -59.884088255737616       -480.10308785020317     
  -59.863879582607737       -479.05912703370399     
  -60.552448294520758       -481.01665554244067     
  -60.529606575777109       -481.83416639188056     
  -60.904152024351177       -481.94030175329937     
  -61.564533943647092       -481.95692674606420     
  -62.273598185594608       -480.95899904902546     
  -62.250975790268669       -479.56628461141690     
  -61.669739580393028       -481.67549823036620     
  -60.273267567690169       -481.26338842688421     
  -59.995227415727449       -480.90615159869333     
  -59.687128014051531       -481.14767285071258     
 #           25
   0.0000000000000000        0.0000000000000000     
  -210.24305354020365       -197.81605539344983     
  -224.50226813231677       -287.54925478216904     
 #           25
   0.0000000000000000        0.0000000000000000     
   45.622888517621874       -285.04716342500586     
   49.155899818241352       -284.22253868693031     
   147.35254953866138       -249.98676302420091     
   185.78046266953862       -230.15949120920328     
   194.85660994838122       -172.35201702632105     
   292.37491327618750       -108.84226741478656     
   203.56512853595916       -94.934584710354983     
   385.50438018868658       -161.51918786737360     
   328.91444700079325       -126.47305646474453     
   335.98570685752253       -59.783504253234739     
   348.99078588345952       -30.622522519044786     
   350.29150066098919       -31.795521632581874     
   351.48593234448242       -31.998508286396820     
   351.48684621870672       -31.719867530204809     
   351.56982207396783       -31.608936516424450     
   351.57384003801457       -31.619397129066670     
